,State,Year,month,sa_no,DelimID,AC_No,Position,Cand1,Sex1,Party1,Votes1,Age,Cand_Type,Valid_Votes,Electors,AC_Name,AC_Type,District_Name,Sub_Region,N_Cand,Turnout,Vote_Sh,Deposit_Lost,Margin_Percent,Jati,Caste_Rec,Rel,New.Caste,Old_Jati,ENOP,Caste
11467,Gujarat,2002,2,10,3,182,1,SHANKARBHAI MANGLABHAI VARLI,M,INC,47350,,,119834,214709,UMBERGAON,ST,,,5,55.81,39.51,no,0.06,,,,,,2.94,
11472,Gujarat,2007,2,11,3,1,1,JAYANTILAL PARSOTTAM BHANUSHALI,M,BJP,39004,43.0,GEN,87912,137105,ABDASA,GEN,,,6,64.12,44.37,no,11.4,,,,,,3.03,
11478,Gujarat,2007,2,11,3,2,1,SENGHANI DHANJIBHAI (ALIAS MANGAL) GOVINDBHAI,M,BJP,41799,57.0,GEN,89004,145045,MANDVI,GEN,,,9,61.36,46.96,no,4.65,,,,,,2.5,
11487,Gujarat,2007,2,11,3,3,1,AHIR VASANBHAI GOPALBHAI,M,BJP,70398,49.0,GEN,133232,214898,BHUJ,GEN,,,9,62.0,52.84,no,16.2,,,HINDU,,,2.38,
11496,Gujarat,2007,2,11,3,4,1,MAHESHWARI RAMESH VACHCHHRAJ,M,BJP,49448,39.0,SC,92657,153804,MUNDRA,SC,,,5,60.24,53.37,no,16.47,,,,,,2.38,
11501,Gujarat,2007,2,11,3,5,1,ACHARYA NEEMABEN BHAVESHBHAI,F,BJP,77670,60.0,GEN,153559,280699,ANJAR,GEN,,,14,54.71,50.58,no,11.45,,,HINDU,,,2.38,
11515,Gujarat,2007,2,11,3,6,1,GADA(SHAH) BABUBHAI MEGHJI,M,INC,42934,66.0,GEN,93130,178873,RAPAR,GEN,,,6,52.06,46.1,no,6.05,,,,,,2.7,
11521,Gujarat,2007,2,11,3,7,1,TUNDIYA SHAMBHUPRASAD BALDEVDASJI,M,BJP,38174,37.0,SC,80386,153660,DASADA,SC,,,5,52.31,47.49,no,5.06,,,,,,2.44,
11526,Gujarat,2007,2,11,3,8,1,DOSHI VARSHABEN NARENDRABHAI,F,BJP,47466,48.0,GEN,123436,209984,WADHWAN,GEN,,,7,58.78,38.45,no,5.59,,,,,,3.12,
11533,Gujarat,2007,2,11,3,9,1,RANA KIRITSINH JEETUBHA,M,BJP,51175,43.0,GEN,105170,175585,LIMBDI,GEN,,,10,59.9,48.66,no,6.81,,,,,,2.38,
11543,Gujarat,2007,2,11,3,10,1,JINJARIYA POPATBHAI SAVSIBHAI,M,INC,29164,53.0,GEN,94476,184601,CHOTILA,GEN,,,8,51.18,30.87,no,1.82,,,,,,3.33,
11551,Gujarat,2007,2,11,3,11,1,DEVJIBHAI GOVINDBHAI FATEPARA,M,INC,49528,49.0,GEN,110826,162073,HALVAD,GEN,,,8,68.38,44.69,no,4.12,,,,,,2.7,
11559,Gujarat,2007,2,11,3,12,1,PATEL HARILAL MOHANLAL,M,INC,60404,61.0,GEN,116992,158341,DHRANGADHRA,GEN,,,8,73.89,51.63,no,10.26,,,,,,2.27,
11567,Gujarat,2007,2,11,3,13,1,AMRUTIYA KANTILAL SHIVLAL,M,BJP,75313,45.0,GEN,138905,202470,MORVI,GEN,,,11,68.61,54.22,no,16.21,,,HINDU,,,2.33,
11578,Gujarat,2007,2,11,3,14,1,KUNDARIYA MOHANBHAI KALYANJIBHAI,M,BJP,66215,56.0,GEN,122701,189602,TANKARA,GEN,,,7,64.72,53.96,no,15.56,,,,,,2.27,
11585,Gujarat,2007,2,11,3,15,1,PIRJADA MAHMADJAVID ABDULMUTLIB,M,INC,48123,59.0,GEN,111315,174876,WANKANER,GEN,,,9,63.65,43.23,no,16.26,6 MUSLIM,MUSLIM,MUSLIM,,,3.23,MUSLIM
11594,Gujarat,2007,2,11,3,16,1,BAVALIYA KUNVARJIBHAI MOHANBHAI,M,INC,64674,51.0,GEN,114876,185029,JASDAN,GEN,,,7,62.09,56.3,no,22.35,,,,,,2.27,
11601,Gujarat,2007,2,11,3,17,1,GOVINDBHAI UKABHAI PATEL,M,BJP,107065,58.0,GEN,187950,356604,RAJKOT-I,GEN,,,8,52.71,56.96,no,18.96,,,,,,2.17,
11609,Gujarat,2007,2,11,3,18,1,VAJUBHAI VALA,M,BJP,48215,70.0,GEN,89737,170718,RAJKOT-II,GEN,,,7,52.56,53.73,no,10.98,,,,,,2.13,
11616,Gujarat,2007,2,11,3,19,1,BHANUBEN MANOHARBHAI BABARIYA,F,BJP,111062,32.0,SC,194591,403430,RAJKOT RURAL,SC,,,8,48.23,57.07,no,21.27,,,,,,2.17,
11624,Gujarat,2007,2,11,3,20,1,VAGHASIYA CHANDUBHAI BACHUBHAI,M,NCP,48516,43.0,GEN,103455,168789,GONDAL,GEN,,,8,61.29,46.9,no,0.47,,,,,,2.27,
11632,Gujarat,2007,2,11,3,21,1,KORAT JASHUBEN SAVJIBHAI,F,BJP,58215,49.0,GEN,112726,187967,JETPUR,GEN,,,8,59.97,51.64,no,10.82,,,,,,2.27,
11640,Gujarat,2007,2,11,3,22,1,RADADIYA VITTHALBHAI HANSRAJBHAI,M,INC,47764,49.0,GEN,90470,146707,DHORAJI,GEN,,,6,61.67,52.8,no,13.69,,,,,,2.33,
11646,Gujarat,2007,2,11,3,23,1,MAKADIYA PRAVINBHAI MOHANBHAI,M,BJP,36602,55.0,GEN,76859,135650,UPLETA,GEN,,,5,56.66,47.62,no,6.1,,,,,,2.5,
11651,Gujarat,2007,2,11,3,24,1,PATEL RAGHAVJIBHAI HANSRAJBHAI,M,INC,47568,48.0,GEN,96654,136751,JODIYA,GEN,,,8,70.68,49.21,no,5.35,,,,,,2.33,
11659,Gujarat,2007,2,11,3,25,1,PROF. VASUBEN TRIVEDI,F,BJP,33021,58.0,GEN,68737,131731,JAMNAGAR,GEN,,,9,52.18,48.04,no,1.57,,,,,,2.22,
11668,Gujarat,2007,2,11,3,26,1,LALJIBHAI PREMJIBHAI SOLANKI,M,BJP,68063,45.0,SC,138969,293775,JAMNAGAR RURAL,SC,,,13,47.3,48.98,no,7.11,,,,,,2.38,
11681,Gujarat,2007,2,11,3,27,1,FALDU RANCHHODBHAI CHANABHAI (R.C.FALDU),M,BJP,39497,50.0,GEN,84702,146041,KALAWAD,GEN,,,11,58.0,46.63,no,7.4,,,,,,2.63,
11692,Gujarat,2007,2,11,3,28,1,JADEJA BRIJRAJSINH HEMATSINH,M,INC,43254,45.0,GEN,93248,133325,JAMJODHPUR,GEN,,,6,69.94,46.39,no,0.02,,,,,,2.22,
11698,Gujarat,2007,2,11,3,29,1,AYAR BERA MULUBHAI HARDASBHAI,M,BJP,41950,42.0,GEN,76244,130204,BHANVAD,GEN,,,10,58.56,55.02,no,18.22,,,HINDU,,,2.27,
11708,Gujarat,2007,2,11,3,30,1,KANZARIYA MEGHJI DAYA,M,BJP,40358,45.0,GEN,86655,159667,KHAMBHALIA,GEN,,,5,54.27,46.57,no,0.92,,,,,,2.33,
11713,Gujarat,2007,2,11,3,31,1,MANEK PABUBHA VIRAMBHA,M,BJP,40243,51.0,GEN,77459,167442,DWARKA,GEN,,,9,46.26,51.95,no,13.75,,,,,,2.33,
11722,Gujarat,2007,2,11,3,32,1,MODHWADIYA ARJUNBHAI DEVABHAI,M,INC,52515,51.0,GEN,103778,168462,PORBANDAR,GEN,,,15,61.6,50.6,no,9.27,,,,,,2.33,
11737,Gujarat,2007,2,11,3,33,1,ODEDARA KARSANBHAI DULABHAI,M,BJP,37130,47.0,GEN,81630,157799,KUTIYANA,GEN,,,8,51.73,45.49,no,11.21,,,,,,2.86,
11745,Gujarat,2007,2,11,3,34,1,KARGATIYA BHAGVANVANJIBHAI LAKHABHAI,M,BJP,48256,50.0,GEN,102122,170823,MANGROL,GEN,,,6,59.78,47.25,no,2.58,,,,,,2.38,
11751,Gujarat,2007,2,11,3,35,1,CHAVADA JAWAHARBHAI PETHLJIBHAI,M,INC,39602,42.0,GEN,84615,125902,MANAVADAR,GEN,,,12,67.21,46.8,no,2.05,,,,,,2.38,
11763,Gujarat,2007,2,11,3,36,1,MAKWANA VANDNABEN MANSHUKHBHAI,F,BJP,52200,31.0,SC,89118,161362,KESHOD,SC,,,3,55.23,58.57,no,21.85,,,,,,2.13,
11766,Gujarat,2007,2,11,3,37,1,BARAD BHAGAVANBHAI DHANABHAI,M,INC,53971,48.0,GEN,128252,175753,TALALA,GEN,,,5,72.97,42.08,no,4.39,,,,,,2.86,
11771,Gujarat,2007,2,11,3,38,1,JOTVA RAJSIBHAI VIRABHAI,M,BJP,61233,47.0,GEN,144866,211616,SOMNATH,GEN,,,9,68.46,42.27,no,3.61,,,,,,2.86,
11780,Gujarat,2007,2,11,3,39,1,RATHOD KALUBHAI CHANABHAI,M,BJP,71698,44.0,GEN,146310,219888,UNA,GEN,,,6,66.54,49.0,no,7.32,,,,,,2.44,
11786,Gujarat,2007,2,11,3,40,1,BHALALA KANUBHAI MEPABHAI,M,BJP,38179,55.0,GEN,84545,157646,VISAVADAR,GEN,,,7,53.63,45.16,no,5.0,,,,,,2.78,
11793,Gujarat,2007,2,11,3,41,1,RAJANI LAVAJIBHAI THAKARSHIBHAI,M,BJP,47461,56.0,GEN,102065,174054,MALIYA,GEN,,,8,58.64,46.5,no,19.18,,,,,,3.12,
11801,Gujarat,2007,2,11,3,42,1,MASHRU MAHENDRABHAI LILADHARBHAI,M,BJP,62311,62.0,GEN,119007,230862,JUNAGADH,GEN,,,9,51.55,52.36,no,26.04,,,,,,2.7,
11810,Gujarat,2007,2,11,3,43,1,UNDHAD BAVAKUBHAI NATHABHAI,M,INC,48575,49.0,GEN,99832,154420,BABRA,GEN,,,6,64.65,48.66,no,28.31,,,,,,3.03,
11816,Gujarat,2007,2,11,3,44,1,DHORAJIYA HANUBHAI (BHABHA),M,BJP,42420,53.0,GEN,75205,128436,LATHI,GEN,,,7,58.55,56.41,no,33.65,,,,,,2.56,
11823,Gujarat,2007,2,11,3,45,1,DILEEP SANGHANI,M,BJP,48767,53.0,GEN,99299,160798,AMRELI,GEN,,,8,61.75,49.11,no,4.22,,,,,,2.27,
11831,Gujarat,2007,2,11,3,46,1,BHUVA MANSUKHBHAI PANCHABHAI,M,BJP,45340,41.0,GEN,84399,149625,DHARI,GEN,,,10,56.41,53.72,no,21.16,,,,,,2.38,
11841,Gujarat,2007,2,11,3,47,1,SOLANKI DINUBHAI BOGHABHAI,M,BJP,65032,50.0,GEN,116548,172585,KODINAR,GEN,,,6,67.53,55.8,no,27.49,,,,,,2.44,
11847,Gujarat,2007,2,11,3,48,1,SOLANKI HIRABHAI ODHAVJIBHAI,M,BJP,59399,46.0,GEN,107348,185270,RAJULA,GEN,,,5,57.94,55.33,no,30.12,,,,,,2.56,
11852,Gujarat,2007,2,11,3,49,1,SAURABH PATEL,M,BJP,69662,49.0,GEN,151179,219105,BOTAD,GEN,,,12,69.0,46.08,no,2.11,2 PATIDAR,IC,HINDU,,,2.44,IC
11864,Gujarat,2007,2,11,3,50,1,PARMAR ATMARAM MAKANBHAI,M,BJP,50579,54.0,SC,108439,183187,GADHADA,SC,,,7,59.2,46.64,no,1.32,,,,,,2.33,
11871,Gujarat,2007,2,11,3,51,1,SARVAIYA MAHENDRASINH PARAKRAMSINH,M,BJP,50939,39.0,GEN,98855,169373,PALITANA,GEN,,,9,58.37,51.53,no,19.62,,,,,,2.56,
11880,Gujarat,2007,2,11,3,52,1,NAKARANI KESHUBHAI HIRAJIBHAI,M,BJP,50756,50.0,GEN,105927,183123,SIHOR,GEN,,,5,57.84,47.92,no,3.89,,,,,,2.38,
11885,Gujarat,2007,2,11,3,53,1,KALUBHAI VIRANI,M,BJP,42832,55.0,GEN,86782,151769,KUNDLA,GEN,,,11,57.18,49.36,no,19.97,,,,,,2.86,
11896,Gujarat,2007,2,11,3,54,1,BAMBHANIYA JAYANTIBHAI BABUBHAI,M,BJNKP,7942,31.0,GEN,23807,174113,MAHUVA,GEN,,,10,13.67,33.36,no,12.67,,,,,,4.35,
11906,Gujarat,2007,2,11,3,55,1,MAKVANA BHAVNABEN RAGHAVJIBHAI,F,BJP,53987,31.0,GEN,88939,181497,TALAJA,GEN,,,5,49.0,60.7,no,31.62,,,,,,2.17,
11911,Gujarat,2007,2,11,3,56,1,PARSHOTTAMBHAI ODHAVJIBHAI SOLANKI,M,BJP,66367,46.0,GEN,107297,182346,GHOGHO,GEN,,,7,58.84,61.85,no,32.24,,,,,,2.13,
11918,Gujarat,2007,2,11,3,57,1,DAVE VIBHAVARIBEN VIJAYBHAI (VIBHABEN DAVE),F,BJP,57744,48.0,GEN,101597,199367,BHAVNAGAR NORTH,GEN,,,10,50.96,56.84,no,24.78,,,,,,2.38,
11928,Gujarat,2007,2,11,3,58,1,GOHIL SHAKTISINH HARICHANDRASINH,M,INC,75511,46.0,GEN,154125,245330,BHAVNAGAR SOUTH,GEN,,,11,62.82,48.99,no,4.63,,,,,,2.27,
11939,Gujarat,2007,2,11,3,59,1,MER RANCHHODBHAI KARSHANBHAI,M,IND,46954,49.0,GEN,96908,168430,DHANDHUKA,GEN,,,7,57.54,48.45,no,6.93,,,,,,2.38,
11946,Gujarat,2007,2,11,3,60,1,TALPADA KANJIBHAI RAYABHAI,M,INC,45744,72.0,GEN,58640,168697,DHOLKA,GEN,,,7,34.76,78.01,no,70.58,,,,,,1.59,
11953,Gujarat,2007,2,11,3,61,1,LAKUM KANTILAL RAMABHAI,M,BJP,57982,46.0,SC,111313,196274,BAVLA,SC,,,4,56.71,52.09,no,12.6,,,,,,2.33,
11957,Gujarat,2007,2,11,3,62,1,PATEL PRAGJIBHAI NARANBHAI,M,BJP,34843,55.0,GEN,78342,143185,MANDAL,GEN,,,10,54.71,44.48,no,0.86,,,,,,2.5,
11967,Gujarat,2007,2,11,3,63,1,RATHOD KAMABHAI GAGJIBHAI,M,BJP,47643,41.0,GEN,100010,163251,VIRAMGAM,GEN,,,5,61.26,47.64,no,3.32,,,,,,2.33,
11972,Gujarat,2007,2,11,3,64,1,AMIT SHAH,M,BJP,407659,43.0,GEN,599456,1025615,SARKHEJ,GEN,,,7,58.45,68.0,no,39.34,,,HINDU,,,1.85,
11979,Gujarat,2007,2,11,3,65,1,PATEL BABUBHAI JAMNADAS (BJP),M,BJP,102356,59.0,GEN,194124,341351,DASKROI,GEN,,,6,56.87,52.73,no,12.02,,,,,,2.22,
11985,Gujarat,2007,2,11,3,66,1,THAKOR JAGDISHBHAI MOTIJI,M,INC,52204,51.0,GEN,111727,173032,DEHGAM,GEN,,,6,64.57,46.72,no,1.6,,,,,,2.38,
11991,Gujarat,2007,2,11,3,67,1,PATEL GITABEN YOGESHBHAI,F,BJP,113670,45.0,GEN,164471,294170,SABARMATI,GEN,,,7,55.91,69.11,no,42.15,,,,,,1.82,
11998,Gujarat,2007,2,11,3,68,1,RAKESH SHAH,M,BJP,93780,45.0,GEN,129853,222940,ELLIS BRIDGE,GEN,,,6,58.25,72.22,no,47.93,,,HINDU,,,1.72,
12004,Gujarat,2007,2,11,3,69,1,BAROT BHARATKUMAR CHIMANLAL (BHARAT BAROT),M,BJP,36752,58.0,GEN,70005,121167,DARIAPUR-KAZIPUR,GEN,,,12,57.78,52.5,no,32.0,,,,,,2.86,
12016,Gujarat,2007,2,11,3,70,1,SHAIKH GYASUDDIN HABIBUDDIN,M,INC,28109,44.0,GEN,57879,87832,SHAHPUR,GEN,,,11,65.9,48.57,no,1.59,,,MUSLIM,,,2.17,
12027,Gujarat,2007,2,11,3,71,1,SHAIKH MOHAMMAD FARUK HUSSAINMIYA (FARUK SHAIKH),M,INC,24012,59.0,GEN,41754,64594,KALUPUR,GEN,,,8,64.64,57.51,no,17.99,,,MUSLIM,,,2.04,
12035,Gujarat,2007,2,11,3,72,1,PRADIPSINH BHAGVATSINH JADEJA,M,BJP,66201,45.0,GEN,124083,218319,ASARWA,GEN,,,12,56.84,53.35,no,14.27,,,,,,2.33,
12047,Gujarat,2007,2,11,3,73,1,KAKADIYA VALLABHBHAI GOBARBHAI (VALLABHBHAI HIRAWALA),M,BJP,53993,63.0,GEN,109991,178126,RAKHIAL,GEN,,,14,61.75,49.09,no,3.59,,,,,,2.22,
12061,Gujarat,2007,2,11,3,74,1,PARMAR SHAILESH MANHARBHAI,M,INC,34622,37.0,SC,37591,105782,SHAHER KOTDA,SC,,,7,35.54,92.1,no,85.54,,,,,,1.18,
12068,Gujarat,2007,2,11,3,75,1,ASHOK BHATT,M,BJP,25132,68.0,GEN,42351,72068,KHADIA,GEN,,,8,58.77,59.34,no,22.37,,,HINDU,,,2.04,
12076,Gujarat,2007,2,11,3,76,1,KHEDAWALA SABIRBHAI ABDULKARIM (SABIRBHAI KABLIWALA),M,INC,44870,43.0,GEN,76669,129995,JAMALPUR,GEN,,,10,58.98,58.52,no,24.66,6 MUSLIM,MUSLIM,MUSLIM,,,2.22,MUSLIM
12086,Gujarat,2007,2,11,3,77,1,NARENDRA MODI,M,BJP,139568,57.0,GEN,200725,329428,MANINAGAR,GEN,,,10,60.93,69.53,no,43.42,,,HINDU,,,1.82,
12096,Gujarat,2007,2,11,3,78,1,DR. KODNANI MAYA SURENDRAKUMAR (DR. MAYA KODNANI),F,BJP,237518,52.0,GEN,314994,564587,NARODA,GEN,,,7,55.79,75.4,no,57.28,,,,,,1.67,
12103,Gujarat,2007,2,11,3,79,1,THAKOR SHAMBHUJI CHELAJI,M,BJP,9135,57.0,GEN,28309,285389,GANDHINAGAR,GEN,,,14,9.92,32.27,no,3.6,,,,,,3.85,
12117,Gujarat,2007,2,11,3,80,1,PATEL SURESHKUMAR CHATURDAS,M,INC,60536,56.0,GEN,125173,190756,KALOL-I,GEN,,,7,65.62,48.36,no,2.26,,,,,,2.27,
12124,Gujarat,2007,2,11,3,81,1,PATEL NITINKUMAR RATILAL,M,BJP,65835,51.0,GEN,136737,186963,KADI,GEN,,,8,73.14,48.15,no,0.97,,,,,,2.22,
12132,Gujarat,2007,2,11,3,82,1,PARMAR JASHODABEN CHATURBHAI,F,BJP,59055,51.0,SC,113060,182493,JOTANA,SC,,,5,61.95,52.23,no,13.18,,,,,,2.38,
12137,Gujarat,2007,2,11,3,83,1,PATEL ANILKUMAR TRIBHOVANDAS,M,BJP,66886,63.0,GEN,125673,200623,MEHSANA,GEN,,,6,62.64,53.22,no,12.98,,,,,,2.27,
12143,Gujarat,2007,2,11,3,84,1,PRO.PATEL MAGALDAS MADHAVALAL,M,BJP,44381,65.0,GEN,103209,160613,MANSA,GEN,,,7,64.26,43.0,no,3.27,,,,,,2.78,
12150,Gujarat,2007,2,11,3,85,1,KANTIBHAI RAMABHAI PATEL,M,BJP,60189,58.0,GEN,112876,178541,VIJAPUR,GEN,,,6,63.22,53.32,no,12.64,,,,,,2.22,
12156,Gujarat,2007,2,11,3,86,1,PATEL RUSHIKESH GANESHBHAI,M,BJP,63142,46.0,GEN,120577,191533,VISNAGAR,GEN,,,4,62.95,52.37,no,24.75,,,,,,2.63,
12160,Gujarat,2007,2,11,3,87,1,DABHI BHARATSINHJI SHANKARJI,M,BJP,57757,52.0,GEN,108049,173600,KHERALU,GEN,,,5,62.24,53.45,no,16.03,,,,,,2.27,
12165,Gujarat,2007,2,11,3,88,1,PATEL NARAYANBHAI LALLUDAS,M,BJP,65248,69.0,GEN,110355,174101,UNJHA,GEN,,,3,63.39,59.13,no,22.65,,,,,,2.08,
12168,Gujarat,2007,2,11,3,89,1,JAY NARAYAN VYAS,M,BJP,52610,60.0,GEN,108673,151838,SIDHPUR,GEN,,,5,71.57,48.41,no,2.24,,,,,,2.27,
12173,Gujarat,2007,2,11,3,90,1,THAKOR JODHAJI GALABJI,M,INC,39988,60.0,GEN,86934,155229,VAGDOD,GEN,,,6,56.0,46.0,no,3.94,,,,,,2.5,
12179,Gujarat,2007,2,11,3,91,1,PATEL ANANDIBEN MAFATBHAI,F,BJP,50435,66.0,GEN,100021,151408,PATAN,GEN,,,8,66.06,50.42,no,6.0,2 LEUVA PATEL,IC,HINDU,,,2.22,IC
12187,Gujarat,2007,2,11,3,92,1,PATEL RAJNIKANT SOMABHAI,M,BJP,46696,39.0,GEN,87281,130128,CHANASMA,GEN,,,7,67.07,53.5,no,18.71,,,,,,2.38,
12194,Gujarat,2007,2,11,3,93,1,RATHOD BHAVSINHBHAI DAHYABHAI,M,INC,48513,71.0,GEN,103087,167715,SAMI,GEN,,,4,61.47,47.06,no,4.41,,,,,,2.5,
12198,Gujarat,2007,2,11,3,94,1,CHAUDHARI SHANKARBHAI LAGDHIRBHAI,M,BJP,55507,37.0,GEN,121395,182536,RADHANPUR,GEN,,,10,66.5,45.72,no,22.85,,,,,,2.86,
12208,Gujarat,2007,2,11,3,95,1,PATEL PARBATBHAI SAVABHAI,M,BJP,73230,56.0,GEN,153949,222778,VAV,GEN,,,8,69.1,47.57,no,27.74,,,,,,3.12,
12216,Gujarat,2007,2,11,3,96,1,MALI ANILKUMAR AMRUTLAL,M,BJP,48936,32.0,GEN,130522,199070,DEODAR,GEN,,,7,65.57,37.49,no,15.62,,,,,,3.85,
12223,Gujarat,2007,2,11,3,97,1,DESAI BABUBHAI JESANGBHAI,M,BJP,37930,50.0,GEN,109335,188397,KANKREJ,GEN,,,4,58.03,34.69,no,0.77,,,,,,3.23,
12227,Gujarat,2007,2,11,3,98,1,VAGHELA LILADHARBHAI KHODAJI,M,BJP,72064,69.0,GEN,138586,219015,DEESA,GEN,,,5,63.28,52.0,no,13.44,,,,,,2.38,
12232,Gujarat,2007,2,11,3,99,1,PUROHIT MAFATLAL MOTIRAM,M,BJP,65463,57.0,GEN,135847,216370,DHANERA,GEN,,,8,62.78,48.19,no,10.13,,,,,,2.63,
12240,Gujarat,2007,2,11,3,100,1,PRAJAPATI GOVINDBHAI MADHAVLAL,M,BJP,66835,55.0,GEN,128703,215054,PALANPUR,GEN,,,9,59.85,51.93,no,12.51,,,,,,2.27,
12249,Gujarat,2007,2,11,3,101,1,VAGHELA FAKIRBHAI RAGHABHAI,M,BJP,50481,57.0,SC,112776,191904,VADGAM,SC,,,5,58.77,44.76,no,8.61,,,,,,2.86,
12254,Gujarat,2007,2,11,3,102,1,GADHAVI MUKESHKUMAR BHERAVDANJI,M,INC,74895,44.0,GEN,137061,226688,DANTA,GEN,,,6,60.46,54.64,no,24.04,,,,,,2.5,
12260,Gujarat,2007,2,11,3,103,1,ASHWIN KOTVAL,M,INC,60570,42.0,ST,109189,194130,KHEDBRAHMA,ST,,,5,56.25,55.47,no,23.71,,,HINDU,,,2.44,
12265,Gujarat,2007,2,11,3,104,1,VORA RAMANLAL ISHVARLAL,M,BJP,62818,55.0,SC,115174,172054,IDAR,SC,,,3,66.94,54.54,no,13.21,,,HINDU,,,2.13,
12268,Gujarat,2007,2,11,3,105,1,ANIL JOSHIYARA,M,INC,58697,53.0,ST,121299,195623,BHILODA,ST,,,11,62.01,48.39,no,9.69,,,HINDU,,,2.56,
12279,Gujarat,2007,2,11,3,106,1,PATEL PRAFULLBHAI KHODABHAI,M,BJP,66221,50.0,GEN,132066,196042,HIMATNAGAR,GEN,,,7,67.37,50.14,no,6.59,,,,,,2.27,
12286,Gujarat,2007,2,11,3,107,1,CHAUHAN JAYSINHJI MANSINHJI,M,BJP,55613,52.0,GEN,104808,165298,PRANTIJ,GEN,,,3,63.41,53.06,no,11.26,,,,,,2.22,
12289,Gujarat,2007,2,11,3,108,1,PARMAR DILIPSIHJI VAKHATSIHJI,M,BJP,53686,53.0,GEN,108907,180398,MODASA,GEN,,,4,60.37,49.3,no,9.49,,,,,,2.5,
12293,Gujarat,2007,2,11,3,109,1,ZALA UDESINH PUNJAJI,M,BJP,40395,66.0,GEN,85833,156833,BAYAD,GEN,,,7,54.73,47.06,no,6.62,,,,,,2.56,
12300,Gujarat,2007,2,11,3,110,1,VAGHELA MAHENDRASINH SHANKARSINH,M,INC,49042,43.0,GEN,112419,193151,MEGHRAJ,GEN,,,6,58.2,43.62,no,11.83,,,,,,3.12,
12306,Gujarat,2007,2,11,3,111,1,PARMAR PARANJAYADITYASINHJI KRISHNAKUMARSINHJI,M,INC,41499,38.0,GEN,101960,183715,SANTRAMPUR,GEN,,,6,55.5,40.7,no,8.64,,,,,,3.12,
12312,Gujarat,2007,2,11,3,112,1,MACHHAR DITABHAI BHIMABHAI,M,INC,56136,61.0,ST,106720,221492,JHALOD,ST,,,3,48.18,52.6,no,10.11,,,,,,2.17,
12315,Gujarat,2007,2,11,3,113,1,KISHORI BACHUBHAI NATHABHAI,M,INC,57718,60.0,ST,101298,207101,LIMDI,ST,,,4,48.91,56.98,no,22.17,,,,,,2.27,
12319,Gujarat,2007,2,11,3,114,1,PANADA VAJESINGBHAI PARSINGBHAI,M,INC,41977,46.0,ST,89728,186198,DOHAD,ST,,,7,48.19,46.78,no,14.79,,,,,,2.86,
12326,Gujarat,2007,2,11,3,115,1,SMR. BARIYA CHANDRIKABEN CHHAGANBHAI,F,INC,34370,38.0,ST,90135,210693,LIMKHEDA,ST,,,7,42.78,38.13,no,3.82,,,,,,3.33,
12333,Gujarat,2007,2,11,3,116,1,MAHARAUL TUSHARSINH KANAKSINH,M,NCP,41191,34.0,GEN,96418,158457,DEVGADH BARIA,GEN,,,6,60.85,42.72,no,5.46,,,,,,2.94,
12339,Gujarat,2007,2,11,3,117,1,CHAUHAN FATESINH VAKHATSINH,M,BJP,43430,44.0,GEN,86157,156595,RAJGADH,GEN,,,6,55.02,50.41,no,25.2,,,,,,3.03,
12345,Gujarat,2007,2,11,3,118,1,PARMAR JAYDRATHSINHJI CHANDRASINHJI,M,BJP,56472,41.0,GEN,102472,161143,HALOL,GEN,,,3,63.59,55.11,no,15.8,,,,,,2.22,
12348,Gujarat,2007,2,11,3,119,1,RATHOD ARVINDSINH DAMSINH,M,BJP,27565,49.0,GEN,84034,154858,KALOL,GEN,,,7,54.27,32.8,no,2.24,,,,,,3.23,
12355,Gujarat,2007,2,11,3,120,1,C.K. RAULJI,M,INC,61886,53.0,GEN,116623,202195,GODHRA,GEN,,,5,57.68,53.07,no,12.43,,,,,,2.22,
12360,Gujarat,2007,2,11,3,121,1,AHIR (BHARWAD) JETHABHAI GHELABHAI,M,BJP,64055,57.0,GEN,114430,195872,SHEHRA,GEN,,,3,58.42,55.98,no,16.13,,,HINDU,,,2.13,
12363,Gujarat,2007,2,11,3,122,1,PATEL HIRABHAI HARIBHAI,M,INC,41146,63.0,GEN,89195,173665,LUNAVADA,GEN,,,6,51.36,46.13,no,0.09,,,,,,2.38,
12369,Gujarat,2007,2,11,3,123,1,JASVANTSINH SUMANBHAI BHABHOR,M,BJP,50935,41.0,ST,94042,175650,RANDHIKPUR,ST,,,2,53.54,54.16,no,8.32,,,,,,2.0,
12371,Gujarat,2007,2,11,3,124,1,CHAUHAN MANSINH KOHYABHAI,M,INC,49331,56.0,GEN,98346,151229,BALASINOR,GEN,,,5,65.03,50.16,no,16.05,,,,,,2.63,
12376,Gujarat,2007,2,11,3,125,1,PATEL MANIBHAI DEVJIBHAI,M,INC,48724,60.0,GEN,108808,163211,KAPADVANJ,GEN,,,8,66.67,44.78,no,6.54,,,,,,2.63,
12384,Gujarat,2007,2,11,3,126,1,PARMAR RAMSINH PRABHATSINH,M,INC,56556,44.0,GEN,109306,178758,THASRA,GEN,,,3,61.15,51.74,no,7.83,,,,,,2.17,
12387,Gujarat,2007,2,11,3,127,1,VADODIA LALSINH UDESHINH,M,INC,45347,50.0,GEN,94843,150084,UMRETH,GEN,,,6,63.19,47.81,no,4.34,,,,,,2.38,
